"","age","c_charge_degree","race","age_cat","v_score_text","sex","priors_count","days_b_screening_arrest","v_decile_score","is_recid","two_year_recid"
"2047",37,"M","African-American","25 - 45","Low","Male",11,-1,3,1,1
"2048",53,"F","African-American","Greater than 45","Medium","Male",13,-1,6,0,0
"2049",30,"M","Caucasian","25 - 45","Low","Female",1,-27,2,0,0
"2050",37,"M","Caucasian","25 - 45","Low","Male",4,0,3,1,1
"2051",25,"F","Caucasian","25 - 45","Low","Male",0,-1,4,0,0
"2052",26,"F","Hispanic","25 - 45","Low","Male",1,0,3,0,0
"2053",28,"M","Caucasian","25 - 45","Low","Female",0,-2,2,0,0
"2054",58,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"2055",33,"F","African-American","25 - 45","Low","Male",8,0,3,0,0
"2056",38,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0
"2057",38,"F","Caucasian","25 - 45","Low","Male",2,-21,2,0,0
"2058",33,"F","African-American","25 - 45","Medium","Male",2,-1,7,1,1
"2059",58,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"2060",53,"F","Caucasian","Greater than 45","Low","Male",2,-1,2,0,0
"2061",35,"F","African-American","25 - 45","Medium","Male",6,-1,6,1,1
"2062",39,"F","Caucasian","25 - 45","Low","Male",1,-1,1,0,0
"2063",36,"M","Hispanic","25 - 45","Low","Male",1,-14,4,0,0
"2064",37,"M","African-American","25 - 45","Low","Male",0,-1,2,0,0
"2065",39,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"2066",52,"M","Caucasian","Greater than 45","Low","Female",3,-25,1,0,0
"2067",60,"M","Other","Greater than 45","Low","Male",1,-1,1,0,0
"2068",37,"M","Hispanic","25 - 45","Low","Male",2,-1,1,1,0
"2069",23,"F","African-American","Less than 25","Medium","Male",6,0,7,1,1
"2070",28,"F","African-American","25 - 45","Low","Male",5,0,4,0,0
"2071",38,"F","Caucasian","25 - 45","Low","Male",12,-1,3,0,0
"2072",42,"F","African-American","25 - 45","Medium","Male",0,-1,5,0,0
"2073",25,"M","Caucasian","25 - 45","Low","Female",0,-1,3,0,0
"2074",32,"F","African-American","25 - 45","High","Male",7,0,9,1,1
"2075",35,"M","Caucasian","25 - 45","Low","Female",1,-30,2,0,0
"2076",37,"F","Caucasian","25 - 45","Low","Male",0,-1,3,0,0
"2077",33,"F","African-American","25 - 45","Low","Female",2,0,1,0,0
"2078",51,"F","Caucasian","Greater than 45","Low","Female",4,-11,1,0,0
"2079",39,"F","Caucasian","25 - 45","Low","Male",3,-1,2,1,0
"2080",35,"M","Hispanic","25 - 45","Medium","Male",5,-1,6,1,1
"2081",40,"F","African-American","25 - 45","High","Male",3,-1,8,0,0
"2082",37,"M","Other","25 - 45","Low","Male",0,-1,1,0,0
"2083",47,"M","Caucasian","Greater than 45","Low","Male",5,0,2,1,1
"2084",23,"M","Caucasian","Less than 25","Medium","Female",0,-1,5,0,0
"2085",63,"F","Caucasian","Greater than 45","Low","Male",10,0,1,1,1
"2086",38,"F","African-American","25 - 45","High","Male",16,-1,10,1,1
"2087",31,"F","African-American","25 - 45","Low","Male",4,-1,3,1,1
"2088",23,"F","African-American","Less than 25","Low","Male",0,0,3,0,0
"2089",38,"M","Hispanic","25 - 45","Low","Male",1,-1,2,0,0
"2090",47,"M","Caucasian","Greater than 45","Low","Female",0,-3,1,0,0
"2091",22,"F","Caucasian","Less than 25","Medium","Male",1,-11,5,1,0
"2092",65,"M","Caucasian","Greater than 45","Low","Female",0,0,1,0,0
"2093",22,"M","African-American","Less than 25","Low","Female",0,-1,4,0,0
"2094",34,"M","Hispanic","25 - 45","Low","Male",0,0,1,0,0
"2095",38,"F","Hispanic","25 - 45","Low","Female",0,-1,1,0,0
"2096",49,"F","Hispanic","Greater than 45","Low","Male",0,-3,1,0,0
"2097",34,"F","African-American","25 - 45","Low","Male",5,-1,2,0,0
"2098",21,"F","African-American","Less than 25","High","Male",1,-1,9,0,0
"2099",46,"F","African-American","Greater than 45","Low","Male",9,-1,2,0,0
"2100",57,"M","Caucasian","Greater than 45","Low","Male",1,-1,3,0,0
"2101",40,"F","African-American","25 - 45","Low","Male",21,-1,3,0,0
"2102",30,"F","African-American","25 - 45","Low","Female",1,-1,1,0,0
"2103",21,"M","Caucasian","Less than 25","Medium","Male",4,-1,6,1,1
"2104",39,"F","African-American","25 - 45","Low","Female",22,-1,3,1,1
"2105",24,"F","African-American","Less than 25","Low","Male",0,0,4,0,0
"2106",45,"M","Caucasian","Greater than 45","Low","Female",0,0,1,0,0
"2107",51,"F","African-American","Greater than 45","Low","Male",3,-18,2,0,0
"2108",27,"M","Caucasian","25 - 45","Low","Male",0,-1,3,0,0
"2109",32,"F","African-American","25 - 45","Low","Male",1,-1,3,0,0
"2110",49,"M","Caucasian","Greater than 45","Low","Male",0,-3,1,0,0
"2111",29,"F","African-American","25 - 45","Low","Male",2,-1,2,0,0
"2112",30,"M","Asian","25 - 45","Low","Male",6,-1,2,1,0
"2113",30,"M","Caucasian","25 - 45","Medium","Male",0,0,5,0,0
"2114",33,"F","African-American","25 - 45","Low","Male",4,0,2,0,0
"2115",28,"M","African-American","25 - 45","Low","Male",1,-1,3,0,0
"2116",29,"F","African-American","25 - 45","High","Male",1,-1,8,0,0
"2117",38,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"2118",37,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0
"2119",30,"F","Hispanic","25 - 45","Low","Male",0,0,2,0,0
"2120",51,"F","African-American","Greater than 45","Low","Male",19,-1,4,0,0
"2121",65,"M","African-American","Greater than 45","Low","Male",7,-1,1,0,0
"2122",32,"M","African-American","25 - 45","Low","Female",1,-1,1,0,0
"2123",35,"F","African-American","25 - 45","Low","Male",1,-1,3,0,0
"2124",57,"F","Caucasian","Greater than 45","Low","Male",1,-26,1,0,0
"2125",26,"F","Caucasian","25 - 45","Low","Male",1,0,3,0,0
"2126",36,"M","African-American","25 - 45","Low","Female",4,-1,3,1,1
"2127",35,"F","Caucasian","25 - 45","Low","Male",3,-1,3,1,1
"2128",33,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0
"2129",47,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"2130",53,"M","Hispanic","Greater than 45","Low","Female",0,-1,1,0,0
"2131",36,"F","African-American","25 - 45","Low","Female",1,-1,2,1,1
"2132",25,"M","Caucasian","25 - 45","Low","Female",0,-1,3,0,0
"2133",52,"F","Hispanic","Greater than 45","Medium","Male",10,0,7,0,0
"2134",45,"M","African-American","Greater than 45","Low","Male",20,-1,2,1,0
"2135",42,"M","African-American","25 - 45","Low","Male",10,-1,1,1,1
"2136",49,"F","African-American","Greater than 45","Low","Male",4,-26,1,0,0
"2137",40,"M","Caucasian","25 - 45","High","Male",0,-1,10,1,1
"2138",23,"F","African-American","Less than 25","Medium","Male",0,-1,7,0,0
"2139",31,"M","Caucasian","25 - 45","Low","Male",3,0,4,0,0
"2140",28,"M","African-American","25 - 45","Low","Female",0,0,2,0,0
"2141",45,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"2142",39,"F","African-American","25 - 45","Medium","Male",7,0,6,1,1
"2143",24,"F","African-American","Less than 25","Low","Male",1,-1,4,0,0
"2144",46,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"2145",47,"F","Caucasian","Greater than 45","Low","Male",3,-1,1,0,0
"2146",34,"M","Caucasian","25 - 45","Low","Female",0,-2,1,0,0
"2147",34,"M","Hispanic","25 - 45","Low","Male",3,-6,2,0,0
"2148",29,"M","African-American","25 - 45","Low","Male",0,0,3,0,0
"2149",55,"F","African-American","Greater than 45","Low","Female",1,-1,1,0,0
"2150",26,"M","African-American","25 - 45","Low","Male",0,-1,3,0,0
"2151",24,"F","African-American","Less than 25","Medium","Male",1,0,7,0,0
"2152",29,"M","Caucasian","25 - 45","Low","Male",0,0,2,0,0
"2153",31,"M","Other","25 - 45","Low","Male",0,-1,2,0,0
"2154",26,"F","Caucasian","25 - 45","High","Male",2,-1,8,1,0
"2155",54,"F","Caucasian","Greater than 45","Low","Male",2,0,1,0,0
"2156",33,"F","African-American","25 - 45","Low","Male",14,-1,4,1,1
"2157",35,"F","African-American","25 - 45","High","Male",8,0,8,1,0
"2158",25,"F","African-American","25 - 45","Low","Male",0,-1,3,0,0
"2159",25,"F","African-American","25 - 45","Low","Male",0,0,3,0,0
"2160",53,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"2161",41,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"2162",24,"F","Caucasian","Less than 25","Low","Male",1,0,3,0,0
"2163",23,"M","Caucasian","Less than 25","Low","Male",0,-1,4,0,0
"2164",42,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0
"2165",32,"M","African-American","25 - 45","Low","Female",3,-1,4,0,0
"2166",40,"F","African-American","25 - 45","Low","Male",13,-1,3,0,0
"2167",27,"F","African-American","25 - 45","Low","Male",2,0,4,0,0
"2168",32,"M","African-American","25 - 45","Low","Male",1,-1,2,1,1
"2169",29,"F","Caucasian","25 - 45","Low","Male",2,-1,3,0,0
"2170",49,"M","African-American","Greater than 45","Low","Male",0,0,1,0,0
"2171",50,"F","Caucasian","Greater than 45","Low","Male",0,-2,1,0,0
"2172",28,"F","Caucasian","25 - 45","Low","Female",1,-1,3,1,0
"2173",25,"M","African-American","25 - 45","Low","Male",0,0,3,1,1
"2174",25,"M","African-American","25 - 45","Low","Male",4,-1,3,1,1
"2175",45,"F","Caucasian","Greater than 45","Low","Male",2,-1,1,0,0
"2176",37,"F","Other","25 - 45","Low","Male",2,-1,1,0,0
"2177",24,"M","Hispanic","Less than 25","Low","Male",0,-1,3,0,0
"2178",40,"M","Caucasian","25 - 45","Low","Male",2,-1,1,0,0
"2179",33,"F","Hispanic","25 - 45","Low","Female",0,-2,1,0,0
"2180",53,"F","Hispanic","Greater than 45","Low","Male",18,0,1,0,0
"2181",55,"M","Hispanic","Greater than 45","Low","Male",0,-7,1,0,0
"2182",30,"F","Other","25 - 45","Medium","Male",6,-1,7,1,1
"2183",55,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"2184",23,"F","African-American","Less than 25","Low","Female",1,-6,4,0,0
"2185",32,"F","Caucasian","25 - 45","Low","Male",2,0,1,0,0
"2186",47,"F","Caucasian","Greater than 45","Low","Male",3,-1,1,0,0
"2187",22,"F","African-American","Less than 25","Medium","Male",1,-1,7,0,0
"2188",47,"F","Caucasian","Greater than 45","Low","Male",2,-1,2,0,0
"2189",28,"F","African-American","25 - 45","Low","Male",5,-1,4,0,0
"2190",34,"M","African-American","25 - 45","Low","Male",4,-1,2,0,0
"2191",65,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"2192",23,"M","Caucasian","Less than 25","Low","Female",0,-1,3,0,0
"2193",44,"M","Caucasian","25 - 45","Low","Female",0,-2,1,0,0
"2194",24,"M","African-American","Less than 25","Medium","Male",1,-1,5,0,0
"2195",51,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"2196",39,"F","Caucasian","25 - 45","Low","Male",6,-1,2,0,0
"2197",24,"F","Caucasian","Less than 25","Low","Male",1,-5,4,0,0
"2198",31,"F","African-American","25 - 45","Medium","Male",11,0,7,1,1
"2199",35,"M","African-American","25 - 45","Low","Female",0,-1,1,0,0
"2200",30,"F","Other","25 - 45","Low","Male",0,-1,1,0,0
"2201",39,"F","African-American","25 - 45","Low","Female",4,-3,1,0,0
"2202",51,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"2203",22,"F","Caucasian","Less than 25","Medium","Male",1,-1,5,0,0
"2204",29,"F","Caucasian","25 - 45","Low","Male",2,-24,3,0,0
"2205",33,"M","Caucasian","25 - 45","Low","Male",3,-16,3,1,1
"2206",54,"F","Other","Greater than 45","Low","Male",0,-1,1,0,0
"2207",48,"F","African-American","Greater than 45","Low","Male",10,0,1,0,0
"2208",23,"M","African-American","Less than 25","Medium","Male",0,-1,7,0,0
"2209",23,"F","Caucasian","Less than 25","Medium","Male",2,-1,6,1,1
"2210",47,"M","Asian","Greater than 45","Low","Male",1,0,1,0,0
"2211",21,"F","Other","Less than 25","Medium","Male",0,-1,6,0,0
"2212",48,"F","Caucasian","Greater than 45","Low","Male",2,-1,1,0,0
"2213",50,"F","Caucasian","Greater than 45","Low","Male",3,-1,1,0,0
"2214",49,"F","African-American","Greater than 45","Low","Male",13,-1,2,0,0
"2215",58,"F","Caucasian","Greater than 45","Low","Male",2,-1,2,0,0
"2216",31,"F","African-American","25 - 45","Medium","Male",6,0,6,0,0
"2217",23,"M","African-American","Less than 25","Medium","Male",1,-1,5,0,0
"2218",33,"F","Other","25 - 45","Low","Male",0,-1,2,1,1
"2219",57,"F","Caucasian","Greater than 45","Low","Male",6,-23,2,0,0
"2220",31,"M","Caucasian","25 - 45","Low","Female",0,-3,2,0,0
"2221",57,"F","African-American","Greater than 45","Low","Male",19,-1,1,0,0
"2222",57,"M","Caucasian","Greater than 45","Low","Male",12,0,1,0,0
"2223",45,"F","African-American","Greater than 45","Low","Male",11,-1,3,0,0
"2224",42,"F","Caucasian","25 - 45","Low","Male",0,0,2,0,0
"2225",48,"F","Other","Greater than 45","Low","Male",7,-1,2,0,0
"2226",28,"F","Caucasian","25 - 45","Low","Female",0,-1,2,0,0
"2227",25,"M","African-American","25 - 45","Low","Male",1,-1,3,1,1
"2228",34,"M","Caucasian","25 - 45","Low","Female",3,-1,2,0,0
"2229",27,"F","African-American","25 - 45","Low","Male",0,-1,4,0,0
"2230",39,"F","African-American","25 - 45","Low","Male",4,0,2,0,0
"2231",27,"F","African-American","25 - 45","Medium","Male",4,-1,6,1,1
"2232",26,"F","Caucasian","25 - 45","High","Male",2,-1,8,1,1
"2233",27,"M","Caucasian","25 - 45","Low","Male",0,-1,2,0,0
"2234",29,"F","African-American","25 - 45","Low","Male",4,-1,2,1,0
"2235",27,"F","African-American","25 - 45","Low","Male",7,-1,4,0,0
"2236",24,"F","Caucasian","Less than 25","Medium","Female",0,-1,5,0,0
"2237",20,"F","Caucasian","Less than 25","Medium","Male",0,-1,6,0,0
"2238",23,"F","Caucasian","Less than 25","Low","Female",0,-1,3,0,0
"2239",48,"M","African-American","Greater than 45","Low","Female",0,0,1,0,0
"2240",41,"F","Caucasian","25 - 45","Low","Female",3,-1,2,0,0
"2241",22,"F","Caucasian","Less than 25","Low","Female",2,-1,4,0,0
"2242",32,"F","African-American","25 - 45","Low","Male",7,-1,1,0,0
"2243",44,"M","African-American","25 - 45","Low","Male",0,-1,1,0,0
"2244",60,"M","African-American","Greater than 45","Low","Male",3,-1,1,0,0
"2245",49,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"2246",30,"M","African-American","25 - 45","Medium","Male",10,0,5,1,1
"2247",52,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"2248",34,"F","African-American","25 - 45","High","Male",0,-1,9,0,0
"2249",55,"F","African-American","Greater than 45","Low","Male",5,-1,1,1,1
"2250",33,"M","African-American","25 - 45","Medium","Male",0,-1,7,0,0
"2251",27,"M","African-American","25 - 45","Low","Female",0,0,2,0,0
"2252",33,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0
"2253",26,"M","African-American","25 - 45","Low","Male",0,-1,2,0,0
"2254",29,"M","African-American","25 - 45","Low","Male",0,-1,2,0,0
"2255",32,"M","African-American","25 - 45","Low","Male",1,0,4,0,0
"2256",37,"M","Caucasian","25 - 45","Low","Male",4,0,1,0,0
"2257",31,"F","African-American","25 - 45","Medium","Male",15,0,7,0,0
"2258",31,"F","African-American","25 - 45","Low","Male",6,0,2,0,0
"2259",36,"F","Caucasian","25 - 45","Low","Female",2,-1,3,0,0
"2260",37,"F","African-American","25 - 45","Low","Female",1,-11,1,0,0
"2261",34,"M","Caucasian","25 - 45","Low","Male",5,-1,4,1,1
"2262",45,"F","African-American","Greater than 45","Low","Female",1,-4,1,0,0
"2263",70,"M","African-American","Greater than 45","Low","Male",0,-1,1,0,0
"2264",23,"F","African-American","Less than 25","High","Male",4,-1,9,0,0
"2265",27,"M","Caucasian","25 - 45","Low","Male",5,-12,3,0,0
"2266",26,"M","African-American","25 - 45","Low","Male",0,-1,3,0,0
"2267",23,"M","Caucasian","Less than 25","Low","Female",2,-1,4,0,0
"2268",46,"F","Caucasian","Greater than 45","Low","Female",1,-1,1,1,0
"2269",27,"F","African-American","25 - 45","Low","Female",1,0,4,0,0
"2270",45,"F","Caucasian","Greater than 45","Low","Male",7,-1,2,0,0
"2271",42,"M","African-American","25 - 45","Low","Male",1,-12,2,0,0
"2272",49,"F","Caucasian","Greater than 45","Low","Male",3,0,2,0,0
"2273",29,"F","Hispanic","25 - 45","Low","Male",0,0,2,0,0
"2274",52,"F","Caucasian","Greater than 45","Low","Female",1,-8,1,0,0
"2275",37,"M","Hispanic","25 - 45","Low","Male",4,0,1,1,1
"2276",26,"M","African-American","25 - 45","Low","Male",1,-1,4,1,0
"2277",47,"F","Hispanic","Greater than 45","Low","Male",1,-27,1,0,0
"2278",25,"F","African-American","25 - 45","Medium","Male",1,0,6,0,0
"2279",21,"F","African-American","Less than 25","High","Male",1,-1,9,1,1
"2280",48,"M","African-American","Greater than 45","Low","Male",0,0,1,0,0
"2281",24,"F","Other","Less than 25","Low","Female",0,-1,3,0,0
"2282",22,"F","African-American","Less than 25","Medium","Male",0,-1,5,1,1
"2283",38,"M","Caucasian","25 - 45","Low","Male",2,0,1,0,0
"2284",54,"M","Other","Greater than 45","Low","Male",2,-1,1,0,0
"2285",24,"F","Hispanic","Less than 25","Low","Male",1,0,4,0,0
"2286",44,"M","Caucasian","25 - 45","Low","Female",0,-1,1,1,1
"2287",64,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"2288",45,"M","Other","Greater than 45","Low","Female",0,-1,1,0,0
"2289",49,"F","African-American","Greater than 45","Medium","Male",1,-1,6,0,0
"2290",33,"M","Asian","25 - 45","Low","Male",0,-1,1,0,0
"2291",44,"F","Hispanic","25 - 45","Low","Male",2,-1,1,0,0
"2292",51,"F","African-American","Greater than 45","Low","Male",3,-1,1,0,0
"2293",50,"F","African-American","Greater than 45","Low","Male",0,0,1,0,0
"2294",33,"M","Caucasian","25 - 45","Low","Male",2,-22,2,0,0
"2295",54,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0
"2296",34,"F","Caucasian","25 - 45","Low","Male",3,-1,1,0,0
"2297",21,"F","African-American","Less than 25","High","Male",1,-1,8,1,1
"2298",33,"F","African-American","25 - 45","Low","Male",5,0,2,0,0
"2299",32,"M","African-American","25 - 45","Low","Male",9,-1,4,1,1
"2300",45,"M","Caucasian","Greater than 45","Low","Male",1,0,1,0,0
"2301",29,"F","African-American","25 - 45","Medium","Female",0,-1,7,0,0
"2302",28,"F","African-American","25 - 45","Low","Female",0,-1,3,0,0
"2303",27,"F","Caucasian","25 - 45","Low","Male",1,-1,2,0,0
"2304",30,"F","African-American","25 - 45","Low","Female",0,0,3,0,0
"2305",32,"M","African-American","25 - 45","Low","Male",0,-1,2,0,0
"2306",27,"F","Caucasian","25 - 45","Low","Male",5,-1,3,0,0
"2307",62,"F","Other","Greater than 45","Low","Female",1,-2,1,0,0
"2308",21,"F","African-American","Less than 25","Medium","Male",0,-1,7,0,0
"2309",32,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"2310",56,"M","African-American","Greater than 45","Low","Male",3,-28,1,0,0
"2311",44,"M","African-American","25 - 45","Low","Female",0,-1,1,0,0
"2312",25,"F","Caucasian","25 - 45","Low","Female",6,-1,4,0,0
"2313",20,"M","African-American","Less than 25","Medium","Female",0,-1,7,0,0
"2314",35,"M","African-American","25 - 45","Medium","Male",1,-1,5,0,0
"2315",24,"M","African-American","Less than 25","Low","Male",0,-1,4,0,0
"2316",40,"M","Hispanic","25 - 45","Low","Female",2,-7,1,0,0
"2317",38,"F","African-American","25 - 45","Low","Male",9,-1,4,1,1
"2318",36,"F","Caucasian","25 - 45","Low","Male",9,0,4,1,1
"2319",23,"F","Hispanic","Less than 25","Medium","Male",2,-1,5,0,0
"2320",23,"M","Caucasian","Less than 25","Medium","Male",3,-1,6,1,1
"2321",68,"F","African-American","Greater than 45","Low","Female",5,-4,1,0,0
"2322",26,"M","Caucasian","25 - 45","Low","Female",2,0,4,0,0
"2323",51,"F","African-American","Greater than 45","Low","Male",0,-1,1,1,1
"2324",25,"M","African-American","25 - 45","Low","Male",0,-1,3,0,0
"2325",51,"F","African-American","Greater than 45","Low","Male",14,-11,2,0,0
"2326",36,"M","Other","25 - 45","Low","Male",0,-1,1,0,0
"2327",20,"F","African-American","Less than 25","Medium","Male",0,-4,6,0,0
"2328",31,"F","African-American","25 - 45","Low","Female",0,0,2,0,0
"2329",57,"M","African-American","Greater than 45","Low","Male",0,0,1,0,0
"2330",35,"F","Hispanic","25 - 45","Low","Male",3,-23,2,1,1
"2331",39,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0
"2332",24,"F","African-American","Less than 25","Medium","Male",1,-1,7,0,0
"2333",29,"F","Hispanic","25 - 45","Low","Female",0,-1,2,1,1
"2334",26,"F","African-American","25 - 45","Low","Male",4,0,3,1,1
"2335",60,"F","African-American","Greater than 45","Low","Male",2,0,1,0,0
"2336",22,"F","Caucasian","Less than 25","Medium","Male",1,-1,7,0,0
"2337",28,"F","African-American","25 - 45","High","Male",3,0,8,0,0
"2338",28,"F","African-American","25 - 45","Low","Male",2,-1,3,1,0
"2339",55,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,1,1
"2340",28,"F","Hispanic","25 - 45","Low","Male",2,-1,2,1,1
"2341",22,"M","Hispanic","Less than 25","Low","Female",0,-1,4,0,0
"2342",24,"M","African-American","Less than 25","Medium","Male",1,-1,6,1,1
"2343",47,"F","African-American","Greater than 45","Low","Male",1,-1,3,0,0
"2344",54,"F","Caucasian","Greater than 45","Low","Male",6,0,1,0,0
"2345",42,"M","Caucasian","25 - 45","Low","Female",0,-1,1,0,0
"2346",35,"F","Caucasian","25 - 45","Low","Male",5,-20,2,0,0
"2347",53,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"2348",31,"M","African-American","25 - 45","Low","Female",2,-1,2,0,0
"2349",23,"F","Other","Less than 25","High","Male",4,-1,10,0,0
"2350",47,"F","African-American","Greater than 45","Low","Male",9,-1,2,1,0
"2351",22,"F","African-American","Less than 25","High","Female",2,-1,8,0,0
"2352",45,"M","Hispanic","Greater than 45","Low","Male",1,-22,1,0,0
"2353",30,"F","African-American","25 - 45","Low","Female",2,-1,2,0,0
"2354",50,"M","African-American","Greater than 45","Low","Male",0,0,1,0,0
"2355",24,"F","Other","Less than 25","Low","Female",2,-1,3,1,1
"2356",42,"F","Caucasian","25 - 45","Low","Female",3,-3,1,0,0
"2357",31,"M","Hispanic","25 - 45","Low","Male",0,0,1,0,0
"2358",25,"F","African-American","25 - 45","Medium","Male",5,-1,6,1,1
"2359",36,"F","African-American","25 - 45","Low","Male",4,0,3,0,0
"2360",28,"F","Caucasian","25 - 45","Low","Male",5,0,4,0,0
"2361",31,"M","Caucasian","25 - 45","Low","Male",0,-1,1,1,1
"2362",23,"F","African-American","Less than 25","Medium","Male",0,-1,6,0,0
"2363",29,"M","Caucasian","25 - 45","Low","Male",4,-1,3,1,1
"2364",34,"F","African-American","25 - 45","Low","Male",1,-1,3,0,0
"2365",36,"M","Hispanic","25 - 45","Low","Female",0,0,1,0,0
"2366",23,"F","African-American","Less than 25","High","Male",3,-1,8,1,1
"2367",31,"F","African-American","25 - 45","Low","Male",15,0,3,0,0
"2368",53,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"2369",34,"F","African-American","25 - 45","Medium","Male",12,0,5,0,0
"2370",63,"F","African-American","Greater than 45","Low","Female",1,0,1,0,0
"2371",21,"F","African-American","Less than 25","Medium","Female",0,0,6,1,1
"2372",58,"F","Caucasian","Greater than 45","Low","Male",4,0,3,1,1
"2373",23,"M","African-American","Less than 25","Low","Female",0,-1,4,1,0
"2374",56,"F","Caucasian","Greater than 45","Low","Male",13,-13,1,0,0
"2375",52,"F","Caucasian","Greater than 45","Low","Female",0,-6,1,0,0
"2376",56,"F","African-American","Greater than 45","Low","Male",0,-1,1,0,0
"2377",37,"M","African-American","25 - 45","Low","Female",0,-1,1,0,0
"2378",50,"M","Caucasian","Greater than 45","Low","Female",0,0,1,0,0
"2379",22,"F","African-American","Less than 25","Medium","Male",0,-1,5,1,1
"2380",43,"M","Caucasian","25 - 45","Low","Female",0,0,1,1,1
"2381",30,"M","Caucasian","25 - 45","Low","Male",1,-1,2,0,0
"2382",29,"F","Asian","25 - 45","Low","Male",0,-1,2,0,0
"2383",24,"F","Caucasian","Less than 25","Low","Male",0,-1,3,0,0
"2384",29,"M","African-American","25 - 45","Low","Male",7,-1,3,1,1
"2385",24,"F","Caucasian","Less than 25","Medium","Female",0,-2,5,0,0
"2386",74,"F","African-American","Greater than 45","Low","Female",0,-1,1,0,0
"2387",27,"M","African-American","25 - 45","Medium","Male",8,0,5,1,1
"2388",29,"F","Caucasian","25 - 45","Low","Male",5,0,3,0,0
"2389",35,"F","African-American","25 - 45","Low","Female",5,-1,3,0,0
"2390",36,"F","Caucasian","25 - 45","Low","Male",1,-1,1,0,0
"2391",26,"F","Caucasian","25 - 45","Medium","Male",2,0,7,0,0
"2392",26,"F","African-American","25 - 45","Low","Female",1,-1,4,0,0
"2393",28,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0
"2394",51,"F","Caucasian","Greater than 45","Low","Male",1,-2,1,1,1
"2395",35,"M","Hispanic","25 - 45","Low","Female",0,-1,1,0,0
"2396",23,"M","African-American","Less than 25","Low","Female",0,-1,3,0,0
"2397",23,"M","Hispanic","Less than 25","Medium","Female",2,-1,6,0,0
"2398",33,"F","African-American","25 - 45","Medium","Female",5,-1,5,0,0
"2399",59,"M","Caucasian","Greater than 45","Low","Male",3,-3,1,0,0
"2400",26,"F","Caucasian","25 - 45","Low","Male",4,0,3,1,1
"2401",38,"F","Other","25 - 45","Low","Male",2,-1,1,0,0
"2402",28,"F","Hispanic","25 - 45","Medium","Male",2,-1,6,0,0
"2403",40,"M","Caucasian","25 - 45","Low","Male",1,-1,3,0,0
"2404",26,"F","African-American","25 - 45","Low","Female",0,-1,4,0,0
"2405",54,"F","African-American","Greater than 45","Low","Female",6,-1,1,0,0
"2406",31,"M","Caucasian","25 - 45","Medium","Male",4,-1,7,1,1
"2407",34,"F","Caucasian","25 - 45","Low","Male",0,-1,2,1,0
"2408",47,"F","Caucasian","Greater than 45","Low","Male",2,-7,1,0,0
"2409",51,"F","African-American","Greater than 45","Low","Male",12,-1,3,1,1
"2410",25,"F","Caucasian","25 - 45","Low","Male",1,-23,3,0,0
"2411",25,"F","Other","25 - 45","Low","Male",0,-1,4,1,1
"2412",36,"F","Caucasian","25 - 45","Low","Male",1,-1,3,1,0
"2413",49,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"2414",31,"F","African-American","25 - 45","Low","Male",0,-1,4,0,0
"2415",30,"F","Caucasian","25 - 45","Low","Male",1,-1,3,0,0
"2416",21,"F","African-American","Less than 25","High","Male",1,-1,8,1,1
"2417",21,"F","African-American","Less than 25","Medium","Male",0,-1,6,0,0
"2418",65,"F","African-American","Greater than 45","Low","Female",0,-1,1,0,0
"2419",59,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0
"2420",59,"M","African-American","Greater than 45","Low","Male",0,-1,1,0,0
"2421",24,"M","African-American","Less than 25","Medium","Male",0,-1,7,0,0
"2422",40,"F","African-American","25 - 45","Low","Male",0,0,1,0,0
